Адрес на 30.08.2021;Широта;Долгота;;;
Рязанский просп., д.47, к.1, дублер, г. Москва;55.725678;37.76296;;;
Бронная м., напротив д. 32, г. Москва;55.763964;37.593396;;;
Тверской бул., напротив д.1, г. Москва;55.757532;37.597656;;;
Звенигородское ш., д.7 стр.2 по ул. 1905 года, в центр, г. Москва;55.763316;37.560453;;;
ул.Планетная, напротив д.9, г. Москва;55.799606;37.550747;;;
ул.Зеленоградская, д.31, к.1, г. Москва;55.875389;37.493704;;;
Звездный бул., д.9, с.1, г. Москва;55.814123;37.630395;;;
ул.Подольских Курсантов, напротив д.1, к.2, с.2 по Мелитопольской ул., в центр, г. Москва;55.584799;37.636666;;;
Аминьевское ш., вл.17, от Рублевского шоссе, г. Москва;55.708701;37.455037;;;
ул.Планетная, напротив д.33, г. Москва;55.803577;37.544316;;;
Каширское ш., напротив д. 55А, из центра, г. Москва;55.637644;37.691809;;;
ул.Марксистская, напротив д.5, из центра, г. Москва;55.736683;37.663623;;;
Аминьевское ш., напротив д.4А, от Рублевского ш., г. Москва;55.698588;37.461028;;;
Ростовская наб., напротив д.23 по 7-му Ростовскому переулку, г. Москва;55.742151;37.572989;;;
ул.Живописная, д.3, г. Москва;55.781245;37.455462;;;
ул.Коштоянца, д.18, г. Москва;55.674168;37.47938;;;
Косинское ш., напротив д.14 по ул.Дмитриевского, г. Москва;55.7074;37.885992;;;
Каширское ш., дублер, д.1, к.1 по Борисовскому проезду, г. Москва;55.624556;37.711167;;;
Каширское ш., д.31, с.2, г. Москва;55.649388;37.66267;;;
ул.Тарусская, д.18, к.2, из центра, г. Москва;55.601357;37.529094;;;
ул.Пречистенка, напротив д.4, г. Москва;55.744452;37.60144;;;
Каширское ш. (дублёр), д.80, из центра, г. Москва;55.624487;37.710074;;;
Волгоградский просп., дублер, д.2/15 по ул.Окская, г. Москва;55.708273;37.746815;;;
ул.Сельскохозяйственная, д.48, г. Москва;55.85269;37.626153;;;
Каширское ш., дублер, д. 65, 2-е пересечение с ул. Ясеневая, в центр, г. Москва;55.601448;37.723039;;;
ул.Свободы, напротив д.87, пересечение с Алёшкинским проездом, г. Москва;55.865966;37.447346;;;
ул.Берзарина, д.5А, с.1, по ул. Рогова, г. Москва;55.791262;37.460006;;;
Пролетарский просп., д.19, к.1, в центр, г. Москва;55.641408;37.655641;;;
ул.Подольских Курсантов, у д.1, к.2, по Мелитопольской ул., из центра, г. Москва;55.582921;37.637139;;;
Щелковское ш., д.98/57, г. Москва;55.81272;37.829009;;;
ул.Абельмановская, напротив д. 9, стр. 1 по ул. Марксистская, г. Москва;55.734384;37.669209;;;
Кутузовский просп., д.69, к.1, в центр, г. Москва;55.724471;37.453696;;;
Энтузиастов ш., д.5, г. Москва;55.74783;37.69527;;;
Преображенская пл., вл.11А, с.1, г. Москва;55.795953;37.714025;;;
Энтузиастов ш., д.23, к.14, в центр, г. Москва;55.7545;37.7318;;;
Вернадского просп., д.123, в центр, г. Москва;55.655765;37.480412;;;
Энтузиастов ш., (дублер), д.63, в центр, г. Москва;55.77566;37.83656;;;
ул.Профсоюзная, у д.128, к.2, из центра, г. Москва;55.629531;37.516728;;;
ул.Поляны, напротив д.39, г. Москва;55.551479;37.547708;;;
Ломоносовский просп., вл. 27Д, г. Москва;55.703218;37.518669;;;
Бесединское ш., с.30Б, г. Москва;55.619624;37.768659;;;
Ломоносовский просп., напротив д.27 к.1, г. Москва;55.697173;37.52955;;;
Ломоносовский просп., напротив д.29, к.1, г. Москва;55.70432;37.51711;;;
Ломоносовский просп., д.27, г. Москва;55.69959;37.524938;;;
Проектируемый проезд № 598, напротив вл. 38А, по 1-му Красковскому проезду, г. Москва;55.70738;37.909399;;;
Мира просп., напротив д.98, с.1, в центр, г. Москва;55.79946;37.635118;;;
Аминьевское ш., д.16, г. Москва;55.713729;37.453525;;;
Севастопольский просп., д.11Е, в центр, г. Москва;55.688812;37.604628;;;
Бронная м., напротив д.2, г. Москва;55.758589;37.59848;;;
ул.Бориса Галушкина, д.17, г. Москва;55.822674;37.659599;;;
ул.Тимирязевская, д.39 по Пасечной ул., г. Москва;55.828575;37.553906;;;
Марьинский парк, д.35, г. Москва;55.665632;37.786974;;;
ул.Подольских Курсантов, напротив д.10, с.142 по Востряковскому пр-ду, из центра, г. Москва;55.578878;37.639117;;;
ул.Левобережная, д.4, к.3, г. Москва;55.870565;37.475208;;;
Большой Купавенский проезд, вл. 14, 250 м. в сторону Проектируемого проезда № 252 , г. Москва;55.783598;37.820717;;;
ул.Бакинская, д.9, с.2, г. Москва;55.624373;37.657246;;;
Бусиновский проезд, вл. 7, г. Москва;55.890016;37.500181;;;
Варшавское ш., напротив д.190 к.2, г. Москва;55.550437;37.587058;;;
ул.Талдомская, д.1, г. Москва;55.869228;37.515492;;;
Ростокинский проезд, д.3, с.3, г. Москва;55.819479;37.670345;;;
Академика Сахарова просп., д.8 по Уланскому переулку, в центр, г. Москва;55.767706;37.639258;;;
Панфиловский просп., напротив д.46, г. Зеленоград, г. Москва;55.989867;37.184517;;;
ул.Александровка, к.1420, г. Зеленоград, г. Москва;55.98915;37.145542;;;
Новокуркинское ш., напротив д.6, к.1 по ул. Соловьиная роща, г. Москва;55.890824;37.404275;;;
Проспект ветеранов, у д.2, стр.61 по Краснобогатырской ул., из центра, г. Москва;55.811346;37.691587;;;
ул.Алабяна, д.25/37, г. Москва;55.79791;37.501099;;;
ул.Осташковская, д.28, из центра, г. Москва;55.891206;37.674297;;;
Дежнева проезд, напротив д.38А, г. Москва;55.869696;37.627007;;;
Сиреневый бул., д.34, к.1, г. Москва;55.802741;37.805498;;;
ул.Дмитрия Ульянова, д.25, г. Москва;55.685883;37.579806;;;
Солнечная аллея, к.803, г. Зеленоград, г. Москва;55.979904;37.191313;;;
ул.Матвеевская, д.16, к.1, г. Москва;55.702464;37.470876;;;
ул.Нерис Саломеи, д.12, с.2, г. Москва;55.851802;37.395895;;;
ул.1905 Года, д.25, г. Москва;55.768618;37.557227;;;
ул.Соколиной Горы 8-Я, д.26А, с.2, г. Москва;55.76842;37.741397;;;
Академика Сахарова просп., д.39, с.1, из центра, г. Москва;55.767608;37.639522;;;
Каширское ш., (дублер), д. 86 к.4, г. Москва;55.619745;37.712481;;;
ул.Нерис Саломеи, напротив д.12 с.2, г. Москва;55.851481;37.397118;;;
Новоспасский проезд, у д.3, к.1 по Новоспасскому переулку, из центра, г. Москва;55.734752;37.656975;;;
Дмитровское ш., д.2, с.2 по ул. Линии Октябрьской Железной дороги, из центра, МГТ № 142, г. Москва;55.838274;37.571481;;;
Панфиловский просп., д.46, г. Зеленоград, г. Москва;55.989726;37.18493;;;
Рублевское ш., д.38, к.1, дублер, г. Москва;55.749449;37.413784;;;
ул.Подольских Курсантов, напротив д.10, с.142 по Востряковскому пр-ду, в центр, г. Москва;55.578625;37.639529;;;
